OBJECTID,FIPS,STATE_NAME,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_ZIP_CODE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,Y,X
897,13071.0,Georgia,Colquitt Regional Medical Center,Short Term Acute Care Hospital,3131 S Main St,Moultrie,31768,99.0,94.0,10,10,0.0,0.59693968,5,3.0,31.13,-83.78
898,13071.0,Georgia,Turning Point Hospital,Short Term Acute Care Hospital,3015 Veterans Pkwy S,Moultrie,31788,69.0,33.0,6,6,0.0,1.0,36,0.0,31.13,-83.77
899,13075.0,Georgia,Southwell Medical (FKA Cook Medical Center),Short Term Acute Care Hospital,260 Mj Taylor Rd,Adel,31620,33.0,33.0,6,6,0.0,0.088750519,0,0.0,31.11,-83.43
900,13077.0,Georgia,Piedmont Newnan Hospital,Short Term Acute Care Hospital,745 Poplar Rd,Newnan,30265,154.0,150.0,18,18,10.0,0.78507763,4,7.0,33.36,-84.76
901,13081.0,Georgia,Crisp Regional Hospital,Short Term Acute Care Hospital,902 N 7th St,Cordele,31015,73.0,65.0,16,16,0.0,0.51747102,8,3.0,31.98,-83.78
902,13087.0,Georgia,Memorial Hospital and Manor,Short Term Acute Care Hospital,1500 E Shotwell St,Bainbridge,39819,80.0,80.0,10,10,0.0,0.19695206,0,2.0,30.9,-84.55
903,13089.0,Georgia,Emory Decatur Hospital (FKA DeKalb Medical Center North Decatur),Short Term Acute Care Hospital,2701 N Decatur Rd,Decatur,30033,451.0,392.0,32,32,42.0,0.54868603,59,11.0,33.79,-84.28
904,13089.0,Georgia,Emory University Hospital,Short Term Acute Care Hospital,1364 Clifton Rd Ne,Atlanta,30322,605.0,577.0,114,114,0.0,0.84882128,28,11.0,33.79,-84.32
905,13089.0,Georgia,Atlanta VA Medical Center,VA Hospital,1670 Clairmont Rd,Decatur,30033,,,3,3,,,0,2.0,33.8,-84.31
906,13089.0,Georgia,Emory Hillandale Hospital (FKA DeKalb Medical Center at Hillandale),Short Term Acute Care Hospital,2801 Dekalb Medical Pkwy,Lithonia,30058,100.0,90.0,8,8,0.0,0.56983256,10,4.0,33.71,-84.15
907,13091.0,Georgia,Dodge County Hospital,Short Term Acute Care Hospital,901 Griffin Ave,Eastman,31023,94.0,40.0,6,6,0.0,0.34554794,54,2.0,32.19,-83.18
908,13095.0,Georgia,Phoebe Putney Memorial Hospital,Short Term Acute Care Hospital,417 W 3rd Ave,Albany,31701,691.0,409.0,50,50,27.0,0.59908897,282,9.0,31.59,-84.16
909,13097.0,Georgia,WellStar Douglas Hospital,Short Term Acute Care Hospital,8954 Hospital Dr,Douglasville,30134,108.0,102.0,8,8,0.0,0.69806606,6,10.0,33.74,-84.73
910,13099.0,Georgia,LifeBrite Community Hospital of Early (FKA Pioneer Community Hospital of Early),Critical Access Hospital,11740 Columbia St,Blakely,39823,25.0,15.0,3,3,0.0,0.63173652,10,1.0,31.37,-84.95
911,13103.0,Georgia,Effingham Health System (AKA Effingham Hospital),Critical Access Hospital,459 Highway 119 S,Springfield,31329,25.0,25.0,4,4,0.0,0.26564384,0,2.0,32.36,-81.32
912,13105.0,Georgia,Elbert Memorial Hospital,Short Term Acute Care Hospital,4 Medical Dr,Elberton,30635,25.0,52.0,4,4,0.0,0.14330874,-27,2.0,34.11,-82.87
913,13107.0,Georgia,Emanuel Medical Center,Short Term Acute Care Hospital,117 Kite Rd,Swainsboro,30401,72.0,45.0,8,8,0.0,0.19939117,27,2.0,32.59,-82.35
914,13109.0,Georgia,Evans Memorial Hospital,Short Term Acute Care Hospital,200 N River St,Claxton,30417,49.0,49.0,9,9,0.0,0.076376855,0,2.0,32.17,-81.9
915,13111.0,Georgia,Fannin Regional Hospital,Short Term Acute Care Hospital,2855 Old Highway 5 N,Blue Ridge,30513,50.0,50.0,5,5,0.0,0.17747945,0,2.0,34.92,-84.37
916,13113.0,Georgia,Piedmont Fayette Hospital,Short Term Acute Care Hospital,1255 Highway 54 W,Fayetteville,30214,282.0,221.0,66,66,20.0,0.81288803,61,8.0,33.45,-84.51
917,13115.0,Georgia,Redmond Regional Medical Center,Short Term Acute Care Hospital,501 Redmond Rd NW,Rome,30165,230.0,208.0,16,16,0.0,0.67252558,22,8.0,34.28,-85.2
918,13115.0,Georgia,Floyd Medical Center,Short Term Acute Care Hospital,304 Turner Mccall Blvd Sw,Rome,30165,284.0,227.0,26,26,0.0,0.73171204,57,10.0,34.26,-85.16
919,13117.0,Georgia,Northside Hospital Forsyth,Short Term Acute Care Hospital,1200 Northside Forsyth Dr,Cumming,30041,304.0,304.0,24,24,0.0,0.6773079000000001,0,7.0,34.18,-84.14
920,13119.0,Georgia,St Marys Sacred Heart Hospital (FKA Ty Cobb Regional Medical Center),Short Term Acute Care Hospital,367 Clear Creek Pkwy,Lavonia,30553,56.0,56.0,8,8,0.0,0.32064578,0,2.0,34.44,-83.13
921,13121.0,Georgia,Emory University Hospital Midtown,Short Term Acute Care Hospital,550 Peachtree St Ne,Atlanta,30308,529.0,475.0,83,83,34.0,0.67333239,54,9.0,33.77,-84.39
922,13121.0,Georgia,Grady Hospital (AKA Grady Memorial Hospital Corporation),Short Term Acute Care Hospital,80 Jesse Hill Jr Dr Se,Atlanta,30303,953.0,659.0,193,193,50.0,0.9149521,294,14.0,33.75,-84.38
923,13121.0,Georgia,Emory Saint Josephs Hospital (AKA St Josephs Hospital of Atlanta),Short Term Acute Care Hospital,5665 Peachtree Dunwoody Rd,Atlanta,30342,410.0,274.0,41,41,0.0,0.71750349,136,7.0,33.91,-84.35
924,13121.0,Georgia,Piedmont Atlanta Hospital,Short Term Acute Care Hospital,1968 Peachtree Rd NW,Atlanta,30309,488.0,488.0,56,56,29.0,0.75000536,0,14.0,33.81,-84.39
925,13121.0,Georgia,WellStar Atlanta Medical Center (FKA Atlanta Medical Center),Short Term Acute Care Hospital,303 Parkway Dr Ne,Atlanta,30312,762.0,491.0,63,63,33.0,0.53376669,271,14.0,33.76,-84.37
926,13121.0,Georgia,Northside Hospital Atlanta,Short Term Acute Care Hospital,1000 Johnson Ferry Rd NE,Atlanta,30342,621.0,536.0,28,28,0.0,0.72906357,85,6.0,33.91,-84.35
927,13121.0,Georgia,WellStar North Fulton Hospital (FKA North Fulton Hospital),Short Term Acute Care Hospital,3000 Hospital Blvd,Roswell,30076,202.0,169.0,28,28,0.0,0.46611008,33,5.0,34.06,-84.32
928,13127.0,Georgia,Southeast Georgia Health System - Brunswick Campus,Short Term Acute Care Hospital,2415 Parkwood Dr,Brunswick,31520,300.0,300.0,12,12,0.0,0.58236527,0,8.0,31.18,-81.48
929,13129.0,Georgia,AdventHealth Gordon (FKA Gordon Hospital),Short Term Acute Care Hospital,1035 Red Bud Rd Ne,Calhoun,30701,69.0,69.0,8,8,0.0,0.64264441,0,2.0,34.51,-84.93
930,13131.0,Georgia,Grady General Hospital,Short Term Acute Care Hospital,1155 5th St Se,Cairo,39828,60.0,46.0,4,4,0.0,0.35616440000000005,14,2.0,30.86,-84.2
931,13135.0,Georgia,Northside Hospital Gwinnett (FKA Gwinnett Medical Center - Lawrenceville),Short Term Acute Care Hospital,1000 Medical Center Blvd,Lawrenceville,30046,353.0,553.0,46,46,24.0,0.76636934,-200,17.0,33.96,-84.02
932,13135.0,Georgia,Eastside Medical Center,Short Term Acute Care Hospital,1700 Medical Way,Snellville,30078,281.0,206.0,24,24,18.0,0.64217317,75,6.0,33.88,-84.02
933,13137.0,Georgia,Habersham Medical Center,Short Term Acute Care Hospital,541 Historic Hwy 441,Demorest,30535,53.0,53.0,4,4,0.0,0.30012923,0,2.0,34.58,-83.57
934,13139.0,Georgia,Northeast Georgia Medical Center,Short Term Acute Care Hospital,743 Spring St,Gainesville,30501,657.0,545.0,85,85,0.0,0.80199069,112,20.0,34.3,-83.82
935,13143.0,Georgia,Higgins General Hospital,Critical Access Hospital,200 Allen Memorial Dr,Bremen,30110,25.0,15.0,3,3,0.0,0.82337898,10,2.0,33.72,-85.14
936,13151.0,Georgia,Piedmont Henry (FKA Henry Medical Center),Short Term Acute Care Hospital,1133 Eagles Landing Pkwy,Stockbridge,30281,215.0,215.0,33,33,16.0,0.74003267,0,10.0,33.51,-84.23
937,13153.0,Georgia,Houston Medical Center,Short Term Acute Care Hospital,1601 Watson Blvd,Warner Robins,31093,237.0,237.0,32,32,0.0,0.69061905,0,9.0,32.62,-83.63
938,13153.0,Georgia,Perry Hospital,Short Term Acute Care Hospital,1120 Morningside Dr,Perry,31069,39.0,39.0,4,4,0.0,0.47952232,0,2.0,32.46,-83.71
939,13155.0,Georgia,Irwin County Hospital,Short Term Acute Care Hospital,710 N Irwin Ave,Ocilla,31774,34.0,34.0,6,6,0.0,0.12046736,0,2.0,31.6,-83.25
940,13157.0,Georgia,Northridge Medical Center,Short Term Acute Care Hospital,70 Medical Center Dr,Commerce,30529,90.0,28.0,5,5,0.0,0.12279844,62,2.0,34.22,-83.47
941,13159.0,Georgia,Jasper Memorial Hospital,Critical Access Hospital,898 College St,Monticello,31064,17.0,12.0,2,2,0.0,0.31324202,5,0.0,33.31,-83.69
942,13161.0,Georgia,Jeff Davis Hospital,Critical Access Hospital,163 S Tallahassee St,Hazlehurst,31539,35.0,25.0,4,4,0.0,0.29238355,10,2.0,31.86,-82.61
943,13163.0,Georgia,Jefferson Hospital,Short Term Acute Care Hospital,1067 Peachtree St,Louisville,30434,37.0,37.0,6,6,0.0,0.12506479,0,2.0,33.01,-82.41
944,13173.0,Georgia,South Georgia Medical Center Lanier Campus (FKA Louis Smith Memorial Hospital),Critical Access Hospital,116 W Thigpen Ave,Lakeland,31635,25.0,25.0,4,4,0.0,0.25983563,0,1.0,31.04,-83.09
945,13175.0,Georgia,Carl Vinson VA Medical Center (AKA Dublin VA Medical Center),VA Hospital,1826 Veterans Blvd,Dublin,31021,,,0,0,,,0,1.0,32.54,-82.94
946,13175.0,Georgia,Fairview Park Hospital,Short Term Acute Care Hospital,200 Industrial Blvd,Dublin,31021,190.0,145.0,16,16,0.0,0.53613603,45,5.0,32.53,-82.95
947,13179.0,Georgia,Liberty Regional Medical Center,Critical Access Hospital,462 E G Miles Pkwy,Hinesville,31313,25.0,25.0,4,4,0.0,0.29972604,0,2.0,31.84,-81.6
948,13185.0,Georgia,South Georgia Medical Center,Short Term Acute Care Hospital,2501 N Patterson St,Valdosta,31602,330.0,274.0,48,48,0.0,0.63951606,56,9.0,30.86,-83.29
949,13189.0,Georgia,University Hospital McDuffie (FKA McDuffie Regional Medical Center),Short Term Acute Care Hospital,2460 Washington Rd,Thomson,30824,25.0,25.0,4,4,0.0,0.58991778,0,2.0,33.52,-82.5
950,13193.0,Georgia,Flint River Hospital,Short Term Acute Care Hospital,509 Sumter St,Montezuma,31063,49.0,22.0,4,4,0.0,0.024283934,27,0.0,32.29,-84.03
951,13199.0,Georgia,Warm Springs Medical Center,Critical Access Hospital,5995 Spring St,Warm Springs,31830,25.0,25.0,4,4,0.0,0.49621919,0,2.0,32.89,-84.68
952,13201.0,Georgia,Miller County Hospital,Critical Access Hospital,209 N Cuthbert St,Colquitt,39837,25.0,25.0,4,4,0.0,0.84197259,0,2.0,31.18,-84.74
953,13205.0,Georgia,Mitchell County Hospital,Critical Access Hospital,90 E Stephens St,Camilla,31730,23.0,25.0,4,4,0.0,0.68789041,-2,1.0,31.23,-84.21
954,13207.0,Georgia,Monroe County Hospital,Critical Access Hospital,88 Martin Luther King Jr Dr,Forsyth,31029,25.0,25.0,5,5,0.0,0.50147945,0,2.0,33.03,-83.95
955,13213.0,Georgia,AdventHealth Murray (FKA Murray Medical Center),Short Term Acute Care Hospital,707 Old Dalton Ellijay Rd,Chatsworth,30705,42.0,29.0,5,5,0.0,0.14879547,13,1.0,34.78,-84.78
956,13215.0,Georgia,Piedmont Columbus Regional - Midtown,Short Term Acute Care Hospital,710 Center St,Columbus,31901,583.0,334.0,28,28,39.0,0.62875617,249,11.0,32.48,-84.98
957,13215.0,Georgia,Piedmont Columbus Regional - Northside (FKA Hughston Hospital),Short Term Acute Care Hospital,100 Frist Ct,Columbus,31909,100.0,58.0,5,5,0.0,0.40598431,42,2.0,32.53,-84.95
958,13215.0,Georgia,St Francis Hospital,Short Term Acute Care Hospital,2122 Manchester Expy,Columbus,31904,376.0,312.0,28,28,0.0,0.54484546,64,13.0,32.51,-84.96
959,13217.0,Georgia,Piedmont Newton Hospital (FKA Newton Medical Center),Short Term Acute Care Hospital,5126 Hospital Dr Ne,Covington,30014,101.0,94.0,10,10,6.0,0.4860099,7,4.0,33.6,-83.85
960,13223.0,Georgia,WellStar Paulding Hospital,Short Term Acute Care Hospital,2518 Jimmy Lee Smith Pkwy,Hiram,30141,112.0,112.0,8,8,0.0,0.69070452,0,9.0,33.9,-84.78
961,13225.0,Georgia,Medical Center of Peach County,Critical Access Hospital,1960 Ga Highway 247 Connector,Byron,31008,25.0,25.0,4,4,0.0,0.77687669,0,2.0,32.6,-83.76
962,13227.0,Georgia,Piedmont Mountainside Hospital,Short Term Acute Care Hospital,1266 Highway 515 S,Jasper,30143,52.0,52.0,6,6,0.0,0.69910431,0,3.0,34.45,-84.45
963,13233.0,Georgia,Polk Medical Center,Critical Access Hospital,2360 Rockmart Hwy,Cedartown,30125,25.0,25.0,4,4,0.0,0.84536988,0,2.0,34.01,-85.19
964,13235.0,Georgia,Taylor Regional Hospital,Short Term Acute Care Hospital,222 Perry Hwy,Hawkinsville,31036,49.0,55.0,6,6,0.0,0.15800747,-6,2.0,32.3,-83.48
965,13133.0,Georgia,Putnam General Hospital,Critical Access Hospital,101 Lake Oconee Pkwy,Eatonton,31024,25.0,25.0,4,4,0.0,0.38794520000000005,0,2.0,33.5,-83.22
966,13243.0,Georgia,Southwest Georgia Regional Medical Center,Critical Access Hospital,361 Randolph St,Cuthbert,39840,25.0,25.0,4,4,0.0,0.14761643,0,1.0,31.78,-84.79
967,13245.0,Georgia,Charlie Norwood VA Medical Center - Augusta VA Medical Center Uptown,VA Hospital,1 Freedom Way,Augusta,30904,,,1,1,,,0,2.0,33.47,-82.03
968,13245.0,Georgia,Doctors Hospital of Augusta,Short Term Acute Care Hospital,3651 Wheeler Rd,Augusta,30909,354.0,260.0,60,60,9.0,0.79205477,94,7.0,33.49,-82.09
969,13245.0,Georgia,University Hospital Summerville (FKA Trinity Hospital of Augusta),Short Term Acute Care Hospital,2260 Wrightsboro Rd,Augusta,30904,231.0,574.0,141,141,0.0,0.6234526,-343,11.0,33.47,-82.02
970,13245.0,Georgia,University Hospital,Short Term Acute Care Hospital,1350 Walton Way,Augusta,30901,812.0,,120,120,,,812,19.0,33.47,-81.98
971,13245.0,Georgia,Augusta University Medical Center (FKA Georgia Regents Medical Center),Short Term Acute Care Hospital,1120 15th St,Augusta,30912,632.0,466.0,68,68,65.0,0.7018677,166,17.0,33.47,-81.99
972,13247.0,Georgia,Piedmont Rockdale,Short Term Acute Care Hospital,1412 Milstead Ave Ne,Conyers,30012,138.0,138.0,16,16,0.0,0.75806856,0,5.0,33.68,-84.0
973,13253.0,Georgia,Donalsonville Hospital,Short Term Acute Care Hospital,102 Hospital Cir,Donalsonville,39845,65.0,45.0,8,8,0.0,0.22989346,20,1.0,31.05,-84.88
974,13255.0,Georgia,WellStar Spalding Regional Hospital,Short Term Acute Care Hospital,601 S 8th St,Griffin,30224,160.0,160.0,22,22,0.0,0.57820207,0,12.0,33.24,-84.27
975,13257.0,Georgia,Stephens County Hospital,Short Term Acute Care Hospital,163 Hospital Dr,Toccoa,30577,96.0,74.0,6,6,0.0,0.21332839,22,2.0,34.59,-83.35
976,13261.0,Georgia,Phoebe Sumter Medical Center,Short Term Acute Care Hospital,126 Highway 280,Americus,31719,76.0,54.0,9,9,0.0,0.53962457,22,3.0,32.07,-84.26
977,13275.0,Georgia,Archbold Memorial Hospital,Short Term Acute Care Hospital,915 Gordon Ave,Thomasville,31792,264.0,226.0,35,35,0.0,0.65039396,38,7.0,30.83,-83.97
978,13277.0,Georgia,Tift Regional Medical Center,Short Term Acute Care Hospital,901 18th St E,Tifton,31793,241.0,181.0,20,20,0.0,0.6205858,60,4.0,31.47,-83.49
979,13279.0,Georgia,Meadows Health (FKA Meadows Regional Medical Center),Short Term Acute Care Hospital,1 Meadows Pkwy,Vidalia,30474,57.0,52.0,8,8,0.0,0.76949418,5,3.0,32.21,-82.38
980,13281.0,Georgia,Chatuge Regional Hospital,Critical Access Hospital,110 S Main St,Hiawassee,30546,25.0,25.0,4,4,0.0,0.32635617,0,1.0,34.95,-83.75
981,13285.0,Georgia,WellStar West Georgia Medical Center,Short Term Acute Care Hospital,1514 Vernon Rd,La Grange,30240,276.0,276.0,20,20,0.0,0.2930415,0,7.0,33.03,-85.06
982,13291.0,Georgia,Union General Hospital (AKA Union County General Hospital),Short Term Acute Care Hospital,35 Hospital Rd,Blairsville,30512,45.0,39.0,5,5,0.0,0.50165087,6,2.0,34.89,-83.96
983,13293.0,Georgia,Upson Regional Medical Center,Short Term Acute Care Hospital,801 W Gordon St,Thomaston,30286,115.0,87.0,28,28,0.0,0.37228784,28,2.0,32.89,-84.34
984,13297.0,Georgia,Piedmont Walton (FKA Clearview Regional Medical Center),Short Term Acute Care Hospital,2151 W Spring St,Monroe,30655,77.0,76.0,7,7,0.0,0.3311103,1,3.0,33.8,-83.75
985,13299.0,Georgia,Memorial Satilla Health,Short Term Acute Care Hospital,1900 Tebeau St,Waycross,31501,231.0,134.0,10,10,6.0,0.51870781,97,8.0,31.22,-82.35
986,13303.0,Georgia,Washington County Regional Medical Center,Short Term Acute Care Hospital,610 Sparta Rd,Sandersville,31082,56.0,56.0,10,10,0.0,0.14104697,0,2.0,33.0,-82.8
987,13305.0,Georgia,Wayne Memorial Hospital,Short Term Acute Care Hospital,865 S 1st St,Jesup,31545,88.0,88.0,12,12,0.0,0.37867373,0,2.0,31.6,-81.89
988,13313.0,Georgia,Hamilton Medical Center (AKA Hamilton Health Care System),Short Term Acute Care Hospital,1200 Memorial Dr,Dalton,30720,282.0,246.0,34,34,0.0,0.41346475,36,8.0,34.79,-84.98
989,13317.0,Georgia,Wills Memorial Hospital,Critical Access Hospital,120 Gordon St,Washington,30673,25.0,25.0,4,4,0.0,0.39035615,0,1.0,33.73,-82.74
990,13321.0,Georgia,Phoebe Worth Medical Center,Critical Access Hospital,807 S Isabella St,Sylvester,31791,25.0,25.0,4,4,0.0,0.53008217,0,2.0,31.51,-83.84
991,15001.0,Hawaii,Hilo Medical Center,Short Term Acute Care Hospital,1190 Waianuenue Ave,Hilo,96720,166.0,157.0,11,11,0.0,0.73152429,9,5.0,19.72,-155.11
992,15001.0,Hawaii,Kona Community Hospital,Short Term Acute Care Hospital,79-1019 Haukapila St,Kealakekua,96750,94.0,83.0,9,9,0.0,0.53054959,11,3.0,19.52,-155.92
993,15001.0,Hawaii,North Hawaii Community Hospital,Short Term Acute Care Hospital,67-1125 Mamalahoa Hwy,Kamuela,96743,35.0,33.0,4,4,0.0,0.37691990000000003,2,2.0,20.02,-155.67
994,15003.0,Hawaii,Kahuku Medical Center,Critical Access Hospital,56-117 Pualalea St,Kahuku,96731,15.0,15.0,3,3,0.0,0.88986301,0,0.0,21.68,-157.95
995,15003.0,Hawaii,Straub Medical Center,Short Term Acute Care Hospital,888 S King St,Honolulu,96813,159.0,159.0,19,19,0.0,0.6622383000000001,0,5.0,21.3,-157.85
996,15003.0,Hawaii,Pali Momi Medical Center,Short Term Acute Care Hospital,98-1079 Moanalua Rd,Aiea,96701,118.0,118.0,8,8,0.0,0.76426744,0,6.0,21.38,-157.94
997,15003.0,Hawaii,Adventist Health Castle (FKA Castle Medical Center),Short Term Acute Care Hospital,640 Ulukahiki St,Kailua,96734,160.0,160.0,8,8,0.0,0.52405822,0,3.0,21.38,-157.76
998,15003.0,Hawaii,Kuakini Medical Center (AKA Kuakini Health System),Short Term Acute Care Hospital,347 N Kuakini St,Honolulu,96817,212.0,170.0,12,12,0.0,0.37598711,42,3.0,21.32,-157.86
999,15003.0,Hawaii,Kaiser Permanente Moanalua Medical Center,Short Term Acute Care Hospital,3288 Moanalua Rd,Honolulu,96819,295.0,295.0,25,25,18.0,0.61536103,0,5.0,21.36,-157.9
1000,15003.0,Hawaii,Wahiawa General Hospital,Short Term Acute Care Hospital,128 Lehua St,Wahiawa,96786,42.0,43.0,6,6,0.0,0.32615483,-1,2.0,21.5,-158.03
1001,15003.0,Hawaii,The Queens Medical Center,Short Term Acute Care Hospital,1301 Punchbowl St,Honolulu,96813,535.0,650.0,58,58,0.0,0.7577495,-115,9.0,21.31,-157.85
1002,15007.0,Hawaii,Wilcox Medical Center,Short Term Acute Care Hospital,3-3420 Kuhio Hwy,Lihue,96766,72.0,72.0,7,7,0.0,0.59067732,0,2.0,21.99,-159.36
1003,15009.0,Hawaii,Kula Hospital,Critical Access Hospital,100 Keokea Pl,Kula,96790,9.0,9.0,2,2,0.0,0.56042618,0,0.0,20.7,-156.36
1004,15009.0,Hawaii,Molokai General Hospital,Critical Access Hospital,280 Home Olu Pl,Kaunakakai,96748,15.0,15.0,3,3,0.0,0.036894977,0,0.0,21.11,-156.88
1005,15009.0,Hawaii,Maui Memorial Medical Center,Short Term Acute Care Hospital,221 Mahalani St,Wailuku,96793,219.0,219.0,20,20,0.0,0.69893038,0,5.0,20.88,-156.49
1006,16001.0,Idaho,St Lukes Boise Medical Center,Short Term Acute Care Hospital,190 E Bannock St,Boise,83712,604.0,559.0,46,46,86.0,0.58005244,45,8.0,43.61,-116.19
1007,16001.0,Idaho,Saint Alphonsus Regional Medical Center,Short Term Acute Care Hospital,1055 N Curtis Rd,Boise,83706,362.0,348.0,42,42,24.0,0.61998111,14,10.0,43.61,-116.26
1008,16001.0,Idaho,Treasure Valley Hospital,Short Term Acute Care Hospital,8800 W Emerald St,Boise,83704,10.0,9.0,2,2,0.0,0.31537291,1,1.0,43.61,-116.29
1009,16005.0,Idaho,Portneuf Medical Center,Short Term Acute Care Hospital,777 Hospital Way,Pocatello,83201,205.0,137.0,20,20,16.0,0.58518147,68,4.0,42.87,-112.42
1010,16013.0,Idaho,St Lukes Wood River Medical Center,Critical Access Hospital,100 Hospital Dr,Ketchum,83340,25.0,25.0,4,4,0.0,0.30257535,0,1.0,43.65,-114.35
1011,16017.0,Idaho,Bonner General Hospital,Critical Access Hospital,520 N Third Ave,Sandpoint,83864,25.0,25.0,4,4,0.0,0.45030138,0,2.0,48.28,-116.55
1012,16019.0,Idaho,Eastern Idaho Regional Medical Center,Short Term Acute Care Hospital,3100 Channing Way,Idaho Falls,83404,289.0,226.0,35,35,26.0,0.5175125,63,7.0,43.47,-111.99
1013,16019.0,Idaho,Mountain View Hospital,Short Term Acute Care Hospital,2325 Coronado St,Idaho Falls,83404,43.0,41.0,7,7,0.0,0.34721017,2,2.0,43.47,-111.99
1014,16027.0,Idaho,Saint Alphonsus Medical Center - Nampa,Short Term Acute Care Hospital,4300 E Flamingo Ave,Nampa,83687,106.0,100.0,18,18,4.0,0.57120436,6,5.0,43.6,-116.52
1015,16027.0,Idaho,West Valley Medical Center,Short Term Acute Care Hospital,1717 Arlington Ave,Caldwell,83605,150.0,112.0,13,13,4.0,0.34694228,38,2.0,43.65,-116.69
1016,16031.0,Idaho,Cassia Regional Hospital (FKA Cassia Regional Medical Center),Critical Access Hospital,1501 Hiland Ave,Burley,83318,25.0,31.0,6,6,0.0,0.33796069,-6,2.0,42.53,-113.78
1017,16055.0,Idaho,Northwest Specialty Hospital,Short Term Acute Care Hospital,1593 E Polston Ave,Post Falls,83854,34.0,34.0,6,6,0.0,0.19709912,0,0.0,47.72,-116.92
1018,16055.0,Idaho,Kootenai Health (AKA Kootenai Hospital),Short Term Acute Care Hospital,2003 Kootenai Health Way,Coeur D Alene,83814,330.0,297.0,55,55,14.0,0.61794543,33,7.0,47.7,-116.79
1019,16057.0,Idaho,Gritman Medical Center,Critical Access Hospital,700 S Main St,Moscow,83843,25.0,25.0,3,3,0.0,0.49205479,0,2.0,46.73,-117.0
1020,16059.0,Idaho,Steele Memorial Medical Center,Critical Access Hospital,203 S Daisy St,Salmon,83467,18.0,18.0,3,3,0.0,0.19345510000000002,0,1.0,45.17,-113.89
1021,16065.0,Idaho,Madison Memorial Hospital,Short Term Acute Care Hospital,450 E Main St,Rexburg,83440,69.0,67.0,4,4,14.0,0.28951135,2,2.0,43.83,-111.77
